Gene_ID	COG_category	GOs	KEGG_ko	PFAMs	InterPro_Acc	NR_Hit_ID	NR_Description	SwissProt_Hit_ID	SwissProt_Description
misc_23016	T	GO:0000003,GO:0000070,GO:0000086,GO:0000159,GO:0000184,GO:0000188,GO:0000212,GO:0000226,GO:0000278,GO:0000280,GO:0000775,GO:0000819,GO:0000956,GO:0001558,GO:0001932,GO:0001933,GO:0003674,GO:0003823,GO:0003824,GO:0004721,GO:0004722,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005694,GO:0005737,GO:0005739,GO:0005813,GO:0005814,GO:0005815,GO:0005819,GO:0005829,GO:0005856,GO:0006139,GO:0006275,GO:0006355,GO:0006396,GO:0006401,GO:0006402,GO:0006464,GO:0006469,GO:0006470,GO:0006629,GO:0006643,GO:0006665,GO:0006672,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006914,GO:0006915,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007059,GO:0007062,GO:0007098,GO:0007099,GO:0007135,GO:0007143,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007292,GO:0007346,GO:0008150,GO:0008152,GO:0008219,GO:0008287,GO:0008380,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009792,GO:0009889,GO:0009892,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010389,GO:0010467,GO:0010468,GO:0010556,GO:0010563,GO:0010564,GO:0010605,GO:0010629,GO:0010646,GO:0010647,GO:0010648,GO:0010921,GO:0010941,GO:0010942,GO:0012501,GO:0012505,GO:0015630,GO:0016020,GO:0016043,GO:0016070,GO:0016071,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0017151,GO:0019208,GO:0019219,GO:0019220,GO:0019222,GO:0019439,GO:0019538,GO:0019888,GO:0019899,GO:0019932,GO:0019953,GO:0022402,GO:0022406,GO:0022412,GO:0022414,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030030,GO:0030031,GO:0030111,GO:0030155,GO:0030234,GO:0030308,GO:0031023,GO:0031323,GO:0031324,GO:0031326,GO:0031399,GO:0031400,GO:0031967,GO:0031975,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033673,GO:0034641,GO:0034655,GO:0035303,GO:0035304,GO:0035330,GO:0035331,GO:0035556,GO:0035770,GO:0036211,GO:0036464,GO:0040008,GO:0042221,GO:0042325,GO:0042326,GO:0042509,GO:0042532,GO:0042578,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043086,GO:0043170,GO:0043186,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043405,GO:0043407,GO:0043408,GO:0043409,GO:0043412,GO:0043549,GO:0043603,GO:0043666,GO:0043900,GO:0043933,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044248,GO:0044255,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044422,GO:0044424,GO:0044425,GO:0044427,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044450,GO:0044464,GO:0044703,GO:0044770,GO:0044772,GO:0044782,GO:0044839,GO:0045121,GO:0045132,GO:0045144,GO:0045495,GO:0045595,GO:0045859,GO:0045926,GO:0045936,GO:0046425,GO:0046426,GO:0046483,GO:0046626,GO:0046627,GO:0046700,GO:0046982,GO:0046983,GO:0048285,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048609,GO:0048856,GO:0050730,GO:0050732,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051052,GO:0051128,GO:0051171,GO:0051172,GO:0051174,GO:0051177,GO:0051179,GO:0051225,GO:0051231,GO:0051232,GO:0051239,GO:0051246,GO:0051248,GO:0051252,GO:0051276,GO:0051298,GO:0051304,GO:0051306,GO:0051321,GO:0051336,GO:0051338,GO:0051348,GO:0051445,GO:0051640,GO:0051641,GO:0051704,GO:0051716,GO:0051726,GO:0051754,GO:0060255,GO:0060271,GO:0060281,GO:0060284,GO:0060293,GO:0060561,GO:0061919,GO:0061983,GO:0065003,GO:0065007,GO:0065009,GO:0070192,GO:0070262,GO:0070601,GO:0070925,GO:0071704,GO:0071840,GO:0071900,GO:0071901,GO:0072686,GO:0080090,GO:0090304,GO:0097711,GO:0098534,GO:0098589,GO:0098687,GO:0098772,GO:0098805,GO:0098813,GO:0098857,GO:0120031,GO:0120036,GO:0140013,GO:0140014,GO:0140056,GO:0140096,GO:1900076,GO:1900077,GO:1900193,GO:1901360,GO:1901361,GO:1901564,GO:1901575,GO:1901987,GO:1901990,GO:1902494,GO:1902531,GO:1902532,GO:1902742,GO:1902749,GO:1903046,GO:1903047,GO:1903293,GO:1903429,GO:1903506,GO:1903538,GO:1904892,GO:1904893,GO:1905879,GO:1990405,GO:1990904,GO:2000112,GO:2000241,GO:2001141,GO:2001233,GO:2001235,GO:2001236,GO:2001238,GO:2001239,GO:2001241	ko:K03456	HEAT,HEAT_2	IPR000357,IPR011989,IPR054573,IPR016024,IPR051023,-,IPR021133	XP_071549400.1	XP_071549400.1 uncharacterized protein Pp2A-29B [Panulirus ornatus]	sp|Q32PI5|2AAA_BOVIN	sp|Q32PI5|2AAA_BOVIN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Bos taurus OX=9913 GN=PPP2R1A PE=1 SV=1
misc_23017	M	-	-	DUF11,DUF3344	IPR024038,IPR013783,IPR047589,IPR044023,-,IPR001434	MEQ9495792.1	MEQ9495792.1 MYXO-CTERM sorting domain-containing protein [Deltaproteobacteria bacterium]	-	-
misc_23018	I	-	ko:K19302	PAP2	IPR036938,-,IPR000326	MEQ8275707.1	MEQ8275707.1 VanZ family protein [Deltaproteobacteria bacterium]	sp|P9WI52|DPRP_MYCTO	sp|P9WI52|DPRP_MYCTO Decaprenylphosphoryl-5-phosphoribose phosphatase OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=MT3914 PE=3 SV=2
misc_23019	E	-	ko:K07121	LppC,Peripla_BP_6,TPR_16,TPR_6	IPR051010,IPR028082,-,IPR011990,IPR028081	MEQ9499263.1	MEQ9499263.1 penicillin-binding protein activator [Deltaproteobacteria bacterium]	-	-
misc_23020	T	-	-	HATPase_c,HisKA,Hpt,PAS,PAS_4,PAS_8,PAS_9,PocR,Response_reg	IPR036890,IPR003779,IPR011006,IPR004358,IPR003661,IPR005467,IPR003594,IPR004675,IPR029032,-,IPR001789,IPR036097	MFN7921665.1	MFN7921665.1 ATP-binding protein [Bryobacteraceae bacterium]	sp|P48027|GACS_PSESY	sp|P48027|GACS_PSESY Sensor protein GacS OS=Pseudomonas syringae pv. syringae OX=321 GN=gacS PE=3 SV=1
misc_23021	M	-	ko:K04771	PDZ_2,Trypsin_2	IPR011782,IPR009003,IPR036034,-,IPR001940,IPR001478	MGF1511886.1	MGF1511886.1 DegQ family serine endoprotease [Myxococcota bacterium]	sp|P26982|DEGP_SALTY	sp|P26982|DEGP_SALTY Periplasmic serine endoprotease DegP OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=degP PE=3 SV=1
misc_23022	-	-	-	-	-	-	-	-	-
misc_23023	O	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006457,GO:0006508,GO:0006515,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009056,GO:0009057,GO:0009266,GO:0009408,GO:0009628,GO:0009897,GO:0009986,GO:0009987,GO:0016020,GO:0016021,GO:0016787,GO:0017171,GO:0019538,GO:0030163,GO:0030288,GO:0030313,GO:0031224,GO:0031226,GO:0031233,GO:0031975,GO:0042597,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051603,GO:0061077,GO:0070011,GO:0071575,GO:0071704,GO:0071944,GO:0098552,GO:0140096,GO:1901564,GO:1901565,GO:1901575	ko:K04771	PDZ_2,Trypsin_2	IPR036034,-	MEQ8273725.1	MEQ8273725.1 PDZ domain-containing protein [Deltaproteobacteria bacterium]	-	-
misc_23024	O	-	ko:K21420	ATE_C,ATE_N	IPR017138,IPR007472,IPR007471,IPR030700,IPR016181,-	MEQ9499269.1	MEQ9499269.1 arginyltransferase [Deltaproteobacteria bacterium]	sp|B0KLX4|BPT_PSEPG	sp|B0KLX4|BPT_PSEPG Aspartate/glutamate leucyltransferase OS=Pseudomonas putida (strain GB-1) OX=76869 GN=bpt PE=3 SV=1
misc_23025	I	-	ko:K00626	Thiolase_C,Thiolase_N	IPR015590,IPR020617,IPR016163,IPR002155,IPR016039,IPR016162,IPR016161,IPR020613,IPR020615,IPR020616,-	MEQ9497055.1	MEQ9497055.1 aldehyde dehydrogenase family protein [Deltaproteobacteria bacterium]	sp|Q9I6R0|PCAF_PSEAE	sp|Q9I6R0|PCAF_PSEAE Beta-ketoadipyl-CoA thiolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=pcaF PE=1 SV=1
misc_23026	-	-	-	-	-	-	-	-	-
misc_23027	I	-	ko:K10781	Acyl-ACP_TE,Acyl-thio_N	IPR029069,-,IPR002864	MEQ8273727.1	MEQ8273727.1 thioesterase [Deltaproteobacteria bacterium]	-	-
misc_23028	S	GO:0000422,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0006914,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0019867,GO:0022411,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031306,GO:0031307,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0032592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044248,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0061726,GO:0061919,GO:0071840,GO:0098573,GO:0098588,GO:0098805,GO:1903008	ko:K13206,ko:K17986	FUN14	IPR007014	XP_042230544.1	XP_042230544.1 FUN14 domain-containing protein 1-like isoform X2 [Homarus americanus]	sp|B1H3B1|FUND1_XENTR	sp|B1H3B1|FUND1_XENTR FUN14 domain-containing protein 1 OS=Xenopus tropicalis OX=8364 GN=fundc1 PE=2 SV=1
misc_23029	-	-	-	-	-	-	-	-	-
misc_23030	T	-	-	DUF4407	-,IPR025519	WP_406024877.1	WP_406024877.1 DUF4407 domain-containing protein [Winogradskyella sp.]	-	-
misc_23031	U	-	ko:K03205	T4SS-DNA_transf,TraG-D_C	IPR003688,IPR051539,-,IPR027417	MCB9326389.1	MCB9326389.1 type IV secretory system conjugative DNA transfer family protein [Lewinellaceae bacterium]	-	-
misc_23032	J	GO:0003674,GO:0003824,GO:0004812,GO:0004827,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006433,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017101,GO:0019538,GO:0019752,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	ko:K01881	HGTP_anticodon,ProRS-C_1,tRNA-synt_2b	IPR036621,IPR002314,IPR002559,IPR006195,IPR025161,IPR004499,IPR004154,IPR045864,-,IPR017449,IPR016061	RMH73840.1	RMH73840.1 MAG: proline--tRNA ligase [Gemmatimonadota bacterium]	sp|Q7MVS7|SYP_PORGI	sp|Q7MVS7|SYP_PORGI Proline--tRNA ligase OS=Porphyromonas gingivalis (strain ATCC BAA-308 / W83) OX=242619 GN=proS PE=3 SV=1
misc_23033	S	-	-	Peptidase_M48	IPR051156,-,IPR001915	HOS47824.1	HOS47824.1 M48 family metallopeptidase [Bacteroidia bacterium]	-	-
misc_23034	-	-	-	-	-	WP_315123936.1	WP_315123936.1 hypothetical protein [Capnocytophaga sp.]	-	-
misc_23035	-	-	-	-	-	-	-	-	-
misc_23036	M	-	-	CW_binding_1,Glyco_hydro_25,LysM	IPR036779,IPR018392	MCH2223881.1	MCH2223881.1 LysM domain-containing protein [Crocinitomicaceae bacterium]	-	-
misc_23037	O	-	ko:K03798	AAA,FtsH_ext,Peptidase_M41	IPR037219,IPR005936,IPR041569,IPR027417,IPR000642,IPR003593,IPR003959,-,IPR003960,IPR050928	MEL7021837.1	MEL7021837.1 ATP-dependent zinc metalloprotease FtsH [Bacteroidota bacterium]	sp|D0MGU8|FTSH_RHOM4	sp|D0MGU8|FTSH_RHOM4 ATP-dependent zinc metalloprotease FtsH OS=Rhodothermus marinus (strain ATCC 43812 / DSM 4252 / R-10) OX=518766 GN=ftsH PE=3 SV=1
misc_23038	-	-	-	-	-	-	-	-	-
misc_23039	-	-	-	-	-	MCB9294582.1	MCB9294582.1 hypothetical protein [Lewinellaceae bacterium]	-	-
misc_23040	M	-	-	Peptidase_M23	IPR018511,IPR011055,IPR050557,IPR001343,-,IPR011049	BFF11418.1	BFF11418.1 hypothetical protein GCM10025699_27210 [Microbacterium flavescens]	-	-
misc_23041	F	-	ko:K00939	ADK	IPR027417,IPR033690,-,IPR000850	MDE0237065.1	MDE0237065.1 adenylate kinase [bacterium]	sp|B2FT48|KAD_STRMK	sp|B2FT48|KAD_STRMK Adenylate kinase OS=Stenotrophomonas maltophilia (strain K279a) OX=522373 GN=adk PE=3 SV=1
misc_23042	U	GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944	ko:K03076	SecY	IPR002208,IPR030659,IPR023201,-,IPR026593	MDH3753578.1	MDH3753578.1 preprotein translocase subunit SecY [Acidimicrobiia bacterium]	sp|P0A5Z3|SECY_MYCBO	sp|P0A5Z3|SECY_MYCBO Protein translocase subunit SecY OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=secY PE=3 SV=1
misc_23043	O	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005527,GO:0005528,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0006457,GO:0006464,GO:0006807,GO:0006950,GO:0006986,GO:0007154,GO:0007165,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0010033,GO:0012505,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0023052,GO:0030968,GO:0031974,GO:0033554,GO:0034620,GO:0034976,GO:0035966,GO:0035967,GO:0036211,GO:0036498,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0061077,GO:0065007,GO:0070013,GO:0070887,GO:0071310,GO:0071704,GO:0097159,GO:0140096,GO:1901363,GO:1901564	ko:K09577	EF-hand_7,FKBP_C	IPR001179,IPR018247,IPR046357,IPR044609,-	XP_071543466.1	XP_071543466.1 FK506-binding protein [Panulirus ornatus]	sp|P0CP96|FKBP2_CRYNJ	sp|P0CP96|FKBP2_CRYNJ FK506-binding protein 2 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=FPR2 PE=3 SV=1
misc_23046	-	-	-	-	-	-	-	-	-
misc_23047	S	GO:0000151,GO:0000209,GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016567,GO:0016740,GO:0019005,GO:0019538,GO:0019787,GO:0019941,GO:0030163,GO:0031146,GO:0031461,GO:0032446,GO:0032991,GO:0036211,GO:0043161,GO:0043170,GO:0043412,GO:0043632,GO:0043687,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0051603,GO:0070647,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234	ko:K10282	LRR_6	IPR036047,IPR006553,IPR032675,IPR050648,-	XP_042211000.1	XP_042211000.1 F-box/LRR-repeat protein 16-like [Homarus americanus]	sp|Q8N461|FXL16_HUMAN	sp|Q8N461|FXL16_HUMAN F-box/LRR-repeat protein 16 OS=Homo sapiens OX=9606 GN=FBXL16 PE=1 SV=2
misc_23048	-	-	-	-	-	WP_299117537.1	WP_299117537.1 hypothetical protein [uncultured Winogradskyella sp.]	-	-
misc_23049	S	-	-	DUF4139,DUF4140	IPR011935,-,IPR037291	MEQ8274551.1	MEQ8274551.1 mucoidy inhibitor MuiA family protein [Deltaproteobacteria bacterium]	-	-
misc_23050	S	-	-	PDZ_2,Peptidase_M61	IPR027268,IPR024191,IPR007963,IPR040756,IPR001478,IPR036034,-	MCL4845827.1	MCL4845827.1 PDZ domain-containing protein [Acidobacteriota bacterium]	-	-
misc_23051	S	-	-	Pmp3	IPR000612	MBW2475105.1	MBW2475105.1 YqaE/Pmp3 family membrane protein [Deltaproteobacteria bacterium]	-	-
misc_23052	-	-	-	-	-	-	-	-	-
misc_23053	F	-	-	dNK	IPR002624,IPR031314,IPR027417,IPR050566	MEQ8274558.1	MEQ8274558.1 deoxynucleoside kinase [Deltaproteobacteria bacterium]	sp|P37529|DCK_BACSU	sp|P37529|DCK_BACSU Deoxyadenosine/deoxycytidine kinase OS=Bacillus subtilis (strain 168) OX=224308 GN=dck PE=1 SV=1
misc_23054	M	-	ko:K03286	OMP_b-brl,OmpA,TSP_3	IPR050330,IPR036737,IPR006664,IPR011250,-,IPR006665	MEQ9503704.1	MEQ9503704.1 OmpA family protein [Deltaproteobacteria bacterium]	sp|Q05146|OMPA_BORAV	sp|Q05146|OMPA_BORAV Outer membrane protein A OS=Bordetella avium OX=521 GN=ompA PE=3 SV=1
misc_23055	S	-	-	DUF4139,DUF4140	IPR011935,-,IPR037291	MEQ9503707.1	MEQ9503707.1 mucoidy inhibitor MuiA family protein [Deltaproteobacteria bacterium]	-	-
misc_23056	IQ	-	-	adh_short_C2	IPR002347,IPR020904,IPR036291,-,IPR007269,IPR057326	MEQ8274556.1	MEQ8274556.1 glucose 1-dehydrogenase [Deltaproteobacteria bacterium]	sp|Q9GKX2|DHRS4_RABIT	sp|Q9GKX2|DHRS4_RABIT Dehydrogenase/reductase SDR family member 4 (Fragment) OS=Oryctolagus cuniculus OX=9986 GN=DHRS4 PE=1 SV=1
misc_23057	C	-	ko:K00333,ko:K13378	Complex1_49kDa	IPR022885,IPR029014,-,IPR001135	MED5331114.1	MED5331114.1 NADH-quinone oxidoreductase subunit D [Planctomycetota bacterium]	sp|Q8KEC0|NUOD_CHLTE	sp|Q8KEC0|NUOD_CHLTE NADH-quinone oxidoreductase subunit D OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=nuoD PE=3 SV=2
misc_23058	-	-	-	-	-	HZL99413.1	HZL99413.1 hypothetical protein [Planctomycetota bacterium]	-	-
misc_23059	C	-	ko:K00331	Oxidored_q6	IPR006137,-,IPR006138	MED5331112.1	MED5331112.1 NADH-quinone oxidoreductase subunit B family protein [Planctomycetota bacterium]	sp|B4S752|NUOB_PROA2	sp|B4S752|NUOB_PROA2 NADH-quinone oxidoreductase subunit B OS=Prosthecochloris aestuarii (strain DSM 271 / SK 413) OX=290512 GN=nuoB PE=3 SV=1
misc_23060	C	GO:0003674,GO:0003824,GO:0003954,GO:0006091,GO:0008137,GO:0008150,GO:0008152,GO:0009987,GO:0015980,GO:0016491,GO:0016651,GO:0016655,GO:0044237,GO:0045333,GO:0050136,GO:0055114	ko:K00337,ko:K05572	NADHdh	IPR018086,IPR001694,-	MGQ0552305.1	MGQ0552305.1 NADH-quinone oxidoreductase subunit NuoH [Planctomycetota bacterium]	sp|Q3B4V9|NUOH_CHLL3	sp|Q3B4V9|NUOH_CHLL3 NADH-quinone oxidoreductase subunit H OS=Chlorobium luteolum (strain DSM 273 / BCRC 81028 / 2530) OX=319225 GN=nuoH PE=3 SV=1
misc_23061	-	-	-	-	-	-	-	-	-
misc_23062	C	-	ko:K00332	Complex1_30kDa	IPR001268,IPR020396,IPR037232,-	MDG2149319.1	MDG2149319.1 NADH-quinone oxidoreductase subunit C [Planctomycetota bacterium]	sp|B3QY46|NUOC_CHLT3	sp|B3QY46|NUOC_CHLT3 NADH-quinone oxidoreductase subunit C OS=Chloroherpeton thalassium (strain ATCC 35110 / GB-78) OX=517418 GN=nuoC PE=3 SV=1
misc_23063	C	-	ko:K00330	Oxidored_q4	IPR000440,IPR038430	MGQ0552309.1	MGQ0552309.1 NADH-quinone oxidoreductase subunit A [Planctomycetota bacterium]	sp|B3EKA1|NUOA_CHLPB	sp|B3EKA1|NUOA_CHLPB NADH-quinone oxidoreductase subunit A OS=Chlorobium phaeobacteroides (strain BS1) OX=331678 GN=nuoA PE=3 SV=1
misc_23064	MU	-	-	TIG	IPR006026,IPR013783,IPR024079,IPR002909,IPR001818,IPR021190,-,IPR014756,IPR052387	HZL99414.1	HZL99414.1 matrixin family metalloprotease [Planctomycetota bacterium]	-	-
misc_23065	A	GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071013,GO:0071704,GO:0090304,GO:1901360,GO:1902494,GO:1990904	ko:K13123	DUF1604,G-patch	IPR011666,-,IPR000467	XP_042215603.1	XP_042215603.1 G patch domain-containing protein 1-like [Homarus americanus]	sp|Q9DBM1|GPTC1_MOUSE	sp|Q9DBM1|GPTC1_MOUSE G patch domain-containing protein 1 OS=Mus musculus OX=10090 GN=Gpatch1 PE=2 SV=1
misc_23066	K	-	-	MarR_2	IPR026282,IPR000835,IPR036388,IPR036390,IPR052362	HEX6884839.1	HEX6884839.1 MarR family transcriptional regulator [Planctomycetota bacterium]	-	-
misc_23067	-	-	-	-	IPR046525	MEZ4954626.1	MEZ4954626.1 DUF6702 family protein [Saprospiraceae bacterium]	-	-
misc_23068	M	-	-	Glyco_trans_1_4,Glyco_transf_4	-	MEO1262874.1	MEO1262874.1 glycosyltransferase [Bacteroidota bacterium]	-	-
misc_23069	G	-	ko:K12373	Glyco_hydro_20,Glyco_hydro_20b	-,IPR029018	MFW5754892.1	MFW5754892.1 beta-N-acetylhexosaminidase [Marinilabiliaceae bacterium]	-	-
misc_23070	-	-	-	-	-	-	-	-	-
misc_23071	K	-	ko:K09104	HLH	IPR036638,-,IPR050359,IPR011598	XP_071526252.1	XP_071526252.1 uncharacterized protein [Panulirus ornatus]	sp|P41894|DEI_DROME	sp|P41894|DEI_DROME Helix-loop-helix protein delilah OS=Drosophila melanogaster OX=7227 GN=tx PE=1 SV=3
misc_23074	P	-	-	Rhodanese	IPR036873,-,IPR001763	MEO1258380.1	MEO1258380.1 rhodanese-like domain-containing protein [Bacteroidota bacterium]	sp|P54433|YRKF_BACSU	sp|P54433|YRKF_BACSU Putative sulfur carrier protein YrkF OS=Bacillus subtilis (strain 168) OX=224308 GN=yrkF PE=3 SV=1
misc_23075	-	-	-	-	IPR026444,-	HHM21496.1	HHM21496.1 T9SS type A sorting domain-containing protein [Bacteroidota bacterium]	-	-
misc_23076	P	-	-	CarbopepD_reg_2,CarboxypepD_reg,Plug,TonB_dep_Rec	IPR039426,IPR036942,IPR000531,IPR012910,IPR037066,IPR008969,-	HNQ13084.1	HNQ13084.1 carboxypeptidase-like regulatory domain-containing protein [Bacteroidia bacterium]	-	-
misc_23077	T	GO:0000922,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005814,GO:0005815,GO:0005819,GO:0005856,GO:0008144,GO:0015630,GO:0016594,GO:0016595,GO:0016596,GO:0016597,GO:0031406,GO:0036094,GO:0042165,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044450,GO:0044464,GO:0097159,GO:1901363,GO:1901681	ko:K08471,ko:K16458	-	IPR052607,IPR048738,-	XP_071519546.1	XP_071519546.1 centrosomal protein of 104 kDa [Panulirus ornatus]	sp|Q80V31|CE104_MOUSE	sp|Q80V31|CE104_MOUSE Centrosomal protein of 104 kDa OS=Mus musculus OX=10090 GN=Cep104 PE=1 SV=1
misc_23078	-	-	-	-	-	MPC75621.1	MPC75621.1 hypothetical protein [Portunus trituberculatus]	-	-
